UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Vibration Sensor [g],Acoustic Emission [dB],Current Draw [A],RUL,failure_mode,time_to_failure
209,L47388,L,298.4,308.6,1591,36.7,122,0,No Failure,0.5515047686306048,60.05010575870285,5.840605929707986,131,No Failure,131
210,L47389,L,298.4,308.6,1477,44.0,124,0,No Failure,0.8852731490654722,56.556527832773824,6.941184553536738,129,No Failure,129
211,L47390,L,298.4,308.7,1523,36.1,126,0,No Failure,0.5570890510693167,58.44514266756964,10.719531408332038,127,No Failure,127
212,L47391,L,298.5,308.7,1575,33.9,128,0,No Failure,0.6135565640180599,62.01258104867661,10.06353942539527,125,No Failure,125
213,H29626,H,298.4,308.7,1344,52.9,130,0,No Failure,0.5954001763493202,63.34719185771234,9.579672704887985,123,No Failure,123
214,L47393,L,298.4,308.7,1386,44.9,135,0,No Failure,0.5651391251305798,59.43936778194328,9.262846186519727,118,No Failure,118
215,M15074,M,298.3,308.6,1589,37.1,137,0,No Failure,0.4684730755359654,50.43329832638599,14.023443150885496,116,No Failure,116
216,L47395,L,298.3,308.6,1548,40.3,140,0,No Failure,0.5758969220493267,55.1747720971191,8.354192818047052,113,No Failure,113
217,L47396,L,298.3,308.6,1499,38.3,142,0,No Failure,0.4227174785462428,64.48249835100083,11.855638912232118,111,No Failure,111
218,L47397,L,298.3,308.5,1664,31.6,144,0,No Failure,0.4763181393259991,46.29786788982534,10.003825872041988,109,No Failure,109
219,L47398,L,298.3,308.6,1447,38.1,146,0,No Failure,0.4514636452170896,65.93713575841,9.878120976428006,107,No Failure,107
220,M15079,M,298.3,308.5,1434,46.2,148,0,No Failure,0.5081874139386322,62.60614995322271,12.353275097233489,105,No Failure,105
221,L47400,L,298.3,308.5,1416,52.7,151,0,No Failure,0.7314658566673509,66.58088040765011,12.92506076538289,102,No Failure,102
222,H29635,H,298.4,308.5,1827,24.3,153,0,No Failure,0.3132734807408251,59.0071540655952,9.520901086230324,100,No Failure,100
223,L47402,L,298.4,308.6,1304,45.0,158,0,No Failure,0.5686260190374514,49.692972879885474,11.598405438484283,95,No Failure,95
224,L47403,L,298.4,308.6,1569,34.4,160,0,No Failure,0.3387284128810348,62.15181320753249,10.727782724300107,93,No Failure,93
225,L47404,L,298.3,308.6,1584,29.3,162,0,No Failure,0.4528068134210566,66.3732656201917,10.01487427761983,91,No Failure,91
226,L47405,L,298.3,308.5,1362,53.8,164,0,No Failure,0.6088950596967366,64.6236090275671,10.408509885314052,89,No Failure,89
227,L47406,L,298.3,308.4,1329,49.2,166,0,No Failure,0.5064280019095463,56.686542582559824,8.623982370310324,87,No Failure,87
228,L47407,L,298.3,308.5,1539,36.1,168,0,No Failure,0.3922255222070694,60.433805377313234,9.38780121333783,85,No Failure,85
229,M15088,M,298.3,308.5,1629,37.1,170,0,No Failure,0.4284696290740031,57.33581865610038,8.838729440494587,83,No Failure,83
230,L47409,L,298.3,308.5,1538,32.2,173,0,No Failure,0.5679597748934676,55.90366767905314,11.80275343285784,80,No Failure,80
231,L47410,L,298.3,308.6,1570,34.8,175,0,No Failure,0.4269633368282863,64.77694285589925,9.809597768917875,78,No Failure,78
232,L47411,L,298.3,308.4,1408,43.1,177,0,No Failure,0.5216458589581975,54.01233844367419,7.404571950769923,76,No Failure,76
233,L47412,L,298.2,308.4,1424,47.6,179,0,No Failure,0.5045571839903814,55.530917847091935,8.553125553673825,74,No Failure,74
234,L47413,L,298.2,308.4,1512,34.9,181,0,No Failure,0.4348399652394182,54.47987183263808,3.6014707095756435,72,No Failure,72
235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure,0.7143944089325326,52.548762383504766,9.011014796235704,70,No Failure,70
236,M15095,M,298.1,308.3,1680,33.7,185,0,No Failure,0.5633919022318011,60.73207145921302,10.0752901301943,68,No Failure,68
237,L47416,L,298.1,308.3,1495,38.7,188,0,No Failure,0.2974857413342393,65.80751524240988,9.727728302266051,65,No Failure,65
238,M15097,M,298.0,308.1,1552,36.6,190,0,No Failure,0.5186454314769428,59.07561621877368,13.960308703062784,63,No Failure,63
239,L47418,L,297.9,308.1,1393,50.3,193,0,No Failure,0.4338213535231612,52.471260997179165,11.149812081830074,60,No Failure,60
240,L47419,L,298.0,308.2,1611,30.6,195,0,No Failure,0.5852433334796224,64.19972269871013,11.0609037061783,58,No Failure,58
241,M15100,M,298.0,308.1,1339,51.6,197,0,No Failure,0.4207479261567299,68.42850877017486,6.713461930859444,56,No Failure,56
242,L47421,L,298.0,308.1,1777,24.3,200,0,No Failure,0.4885263558533101,56.76878837926703,9.270715891765734,53,No Failure,53
243,L47422,L,298.0,308.2,1348,58.8,202,1,Overstrain Failure,0.5504987278980458,57.60722866641141,9.026674385352608,51,Overstrain Failure,51
244,L47423,L,298.0,308.2,1442,44.1,204,0,No Failure,0.5865755194170121,62.57830315041697,8.427837602383985,49,No Failure,49
245,M15104,M,298.0,308.2,1395,49.1,206,0,No Failure,0.3799703592944223,68.10936873892526,8.400238668973307,47,No Failure,47
246,M15105,M,297.9,308.1,1627,31.4,209,0,No Failure,0.4665498764159052,57.40082927137387,6.383754092116753,44,No Failure,44
247,L47426,L,297.9,308.1,1585,33.5,212,0,No Failure,0.4525054688839043,53.337751095008976,7.448293590637343,41,No Failure,41
248,L47427,L,298.0,308.2,1469,45.5,214,0,No Failure,0.4346670767426288,63.15709303136203,11.748186805529896,39,No Failure,39
249,L47428,L,298.0,308.3,1362,56.8,216,1,Overstrain Failure,0.6765454240281097,63.9953403657115,9.714170616013636,37,Overstrain Failure,37
250,L47429,L,298.0,308.3,1405,56.2,218,1,Overstrain Failure,0.5404981710960955,60.03065725217613,8.987195163451332,35,Overstrain Failure,35
251,L47430,L,298.0,308.3,1662,32.7,0,0,No Failure,0.3739116045664954,57.20933370171274,9.989177330694584,253,No Failure,253
252,M15111,M,298.0,308.2,1466,42.6,2,0,No Failure,0.5917861947054777,64.97189365496023,12.334781357402305,251,No Failure,251
253,L47432,L,298.0,308.2,1620,35.8,5,0,No Failure,0.7122156197012633,62.64018002273982,10.008421041751571,248,No Failure,248
254,L47433,L,298.0,308.2,1357,48.2,7,0,No Failure,0.6032465260551148,56.157822415482535,11.080748261862077,246,No Failure,246
255,L47434,L,298.0,308.2,1514,37.9,9,0,No Failure,0.3480630034045986,60.245473656528354,8.306790315223486,244,No Failure,244
256,L47435,L,298.0,308.2,1489,40.4,11,0,No Failure,0.4515765927133748,53.24146233987677,8.762740098506562,242,No Failure,242
257,L47436,L,298.1,308.3,1331,63.0,13,0,No Failure,0.6266911149186623,63.4294522821896,10.70795377012735,240,No Failure,240
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure,0.4292330534381219,58.68883215308572,13.785307416674229,238,No Failure,238
259,L47438,L,298.1,308.2,1482,37.9,17,0,No Failure,0.5443819428146228,57.82144583807632,12.859549719029747,236,No Failure,236
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure,0.5774634053429337,59.83562757423783,11.165656138912276,234,Power Failure,234
261,M15120,M,298.2,308.3,1522,49.1,22,0,No Failure,0.4073069528421917,60.20153849665124,10.302867520321437,231,No Failure,231
262,L47441,L,298.1,308.2,1654,32.1,25,0,No Failure,0.4940474643938199,64.4746503078278,12.802138711254342,228,No Failure,228
263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure,0.1758732659930927,62.95545265662611,11.589356646090248,226,No Failure,226
264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure,0.397561235866571,59.217953606035984,5.412675955258678,223,No Failure,223
265,L47444,L,298.1,308.2,1390,47.5,33,0,No Failure,0.4747431848606839,63.81834074859498,7.892138304289556,220,No Failure,220
266,L47445,L,298.0,308.1,1454,37.1,35,0,No Failure,0.375221681803515,62.00368626845807,10.676280650715864,218,No Failure,218
267,H29680,H,298.0,308.1,1440,43.7,37,0,No Failure,0.6632411303931636,57.86700181856982,6.426064868898056,216,No Failure,216
268,L47447,L,297.9,308.0,1954,21.1,42,0,No Failure,0.3569858622039367,59.37640920881757,8.204821990486275,211,No Failure,211
269,H29682,H,297.9,308.0,1800,24.8,44,0,No Failure,0.4559955513303016,59.2588855557844,8.600370112684052,209,No Failure,209
270,L47449,L,298.0,308.0,1524,37.0,49,0,No Failure,0.5130740577286091,62.52630671587101,9.487668187508334,204,No Failure,204
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure,0.6441273289066116,58.164886926391794,9.425139583547583,202,No Failure,202
272,M15131,M,298.1,308.1,1452,40.8,56,0,No Failure,0.356413784882056,58.04795406789184,9.421759145666346,197,No Failure,197
273,L47452,L,298.1,308.1,1484,40.4,59,0,No Failure,0.616316375215496,69.8437865471698,11.650615034480628,194,No Failure,194
274,L47453,L,298.1,308.0,1426,46.0,61,0,No Failure,0.5010233061019587,64.69867740873552,9.469552269098932,192,No Failure,192
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure,0.4018491348952049,56.1969966778743,9.230739735857531,190,No Failure,190
276,L47455,L,298.0,308.0,1401,54.7,65,0,No Failure,0.5462103474263271,62.854704969710994,7.301655791712967,188,No Failure,188
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure,0.519905969557347,60.591750328275886,12.04869240397165,186,No Failure,186
278,H29691,H,298.0,308.0,1479,50.7,70,0,No Failure,0.4399783122841205,61.95775587630047,8.657004972105028,183,No Failure,183
279,M15138,M,298.0,308.0,1620,29.4,75,0,No Failure,0.5069802084990019,60.686706622825525,7.825939343997449,178,No Failure,178
280,L47459,L,298.0,308.1,1819,23.4,78,0,No Failure,0.4614686403138239,65.94821322742618,10.426181149737944,175,No Failure,175
281,M15140,M,298.1,308.1,1456,43.7,80,0,No Failure,0.5113517345251248,61.72810172325723,8.466117475233874,173,No Failure,173
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure,0.5662130674521046,59.68955650892856,8.948094520411411,170,No Failure,170
283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure,0.6586016816145353,65.21095288491509,10.516920348638138,168,No Failure,168
284,L47463,L,298.2,308.2,1469,43.0,88,0,No Failure,0.3762184501173151,61.16642520543936,9.347034752440887,165,No Failure,165
285,L47464,L,298.2,308.3,2051,19.2,90,0,No Failure,0.7133033374656267,60.60739289664529,14.623218750601268,163,No Failure,163
286,L47465,L,298.2,308.3,1568,36.0,92,0,No Failure,0.3047912200477498,61.570113012430575,9.850342913361605,161,No Failure,161
287,L47466,L,298.2,308.3,1589,33.2,94,0,No Failure,0.4848214904964417,59.53195488316817,11.235676437758444,159,No Failure,159
288,L47467,L,298.2,308.3,1805,31.6,96,0,No Failure,0.5588317206484577,60.04613496497734,6.11661190501411,157,No Failure,157
289,H29702,H,298.2,308.4,1385,42.2,98,0,No Failure,0.5280991867735033,57.06652705619064,8.27870173617054,155,No Failure,155
290,L47469,L,298.1,308.4,1436,46.7,103,0,No Failure,0.4377300480179406,56.24416390188061,7.826172610166575,150,No Failure,150
291,L47470,L,298.1,308.4,1438,45.6,105,0,No Failure,0.4791877749642724,55.0071480675878,8.091240553394742,148,No Failure,148
292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure,0.4506999065341167,53.040083566014616,10.831075987674003,146,No Failure,146
293,L47472,L,298.1,308.4,1335,40.2,109,0,No Failure,0.4410635243055788,55.60141319307722,12.07113013555482,144,No Failure,144
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure,0.5849602097021025,59.128664827665375,10.68926100926902,142,No Failure,142
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure,0.5357015485965048,60.515587912228185,9.546710752867382,137,No Failure,137
296,M15155,M,298.1,308.6,1716,30.7,119,0,No Failure,0.4307090404739345,58.6435171842618,8.738289922575161,134,No Failure,134
297,L47476,L,298.0,308.5,1395,46.2,122,0,No Failure,0.589959987543325,48.22148254936321,12.227199502373018,131,No Failure,131
298,L47477,L,298.0,308.5,1713,25.3,124,0,No Failure,0.5307299520876609,67.87293178881171,14.142510908309724,129,No Failure,129
299,H29712,H,297.9,308.5,2129,18.7,126,0,No Failure,0.581286211883896,65.43240061445191,10.27011140956738,127,No Failure,127
300,M15159,M,297.8,308.3,1567,35.6,131,0,No Failure,0.5629628841923612,62.22879925608565,11.878726128143144,122,No Failure,122
301,L47480,L,297.8,308.4,1622,38.3,134,0,No Failure,0.4171004989077927,69.53745336276634,10.686740699590947,119,No Failure,119
302,L47481,L,297.7,308.4,1740,27.1,136,0,No Failure,0.443981895980303,55.113179412581445,11.511009812931178,117,No Failure,117
303,H29716,H,297.8,308.4,1512,35.1,138,0,No Failure,0.5747293605123261,69.43812560313002,7.670906443779767,115,No Failure,115
304,M15163,M,297.8,308.4,1479,43.5,143,0,No Failure,0.5610370265433465,55.173929616247264,9.023727439715753,110,No Failure,110
305,L47484,L,297.8,308.4,1737,27.5,146,0,No Failure,0.4979098406035852,61.19368962645678,10.790938880091169,107,No Failure,107
306,L47485,L,297.8,308.4,2129,19.2,148,0,No Failure,0.5117327383308782,53.63081337432898,12.42498188816396,105,No Failure,105
307,L47486,L,297.8,308.4,1374,47.1,150,0,No Failure,0.6277664895788425,60.07347047772184,8.36373155672465,103,No Failure,103
308,M15167,M,297.8,308.4,1579,36.6,152,0,No Failure,0.440842861116417,61.93083248999194,5.933401777919746,101,No Failure,101
309,L47488,L,297.9,308.5,1305,47.2,155,0,No Failure,0.5547097381170037,59.22654834432723,9.003471147117502,98,No Failure,98
310,M15169,M,297.9,308.5,1449,40.8,157,0,No Failure,0.4797807347566106,63.569387220450686,12.0202614286965,96,No Failure,96
311,H29724,H,298.0,308.6,1526,41.8,160,0,No Failure,0.478231879677278,60.49507224743628,6.832208817824301,93,No Failure,93
312,M15171,M,298.0,308.6,1453,44.1,165,0,No Failure,0.609877685198719,57.38792635811245,7.646160215736831,88,No Failure,88
313,L47492,L,297.9,308.6,1468,36.0,168,0,No Failure,0.582541634898803,57.1659334109883,10.311837172102225,85,No Failure,85
314,L47493,L,298.0,308.6,1313,50.8,170,0,No Failure,0.5813509636000639,64.05456886307849,9.768057494477072,83,No Failure,83
315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure,0.6305478807154329,56.73128985096516,11.188932963106454,81,No Failure,81
316,L47495,L,297.9,308.4,1646,40.6,175,0,No Failure,0.502100384163276,64.57701485242468,7.542546479108841,78,No Failure,78
317,L47496,L,297.8,308.4,1714,33.2,177,0,No Failure,0.5681952971294963,66.11355896415965,9.350042811662664,76,No Failure,76
318,L47497,L,297.8,308.4,1685,28.4,179,0,No Failure,0.4689733243406544,51.65643068826935,12.390370804806196,74,No Failure,74
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure,0.5324166352488442,65.66463193650517,7.614207612726432,72,No Failure,72
320,L47499,L,297.8,308.4,1612,32.1,183,0,No Failure,0.4869856945632315,70.3021134922235,12.953824592620538,70,No Failure,70
321,H29734,H,297.8,308.4,1550,38.2,185,0,No Failure,0.5096995964992718,61.26001880600964,7.865166028222623,68,No Failure,68
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure,0.5595157025436913,62.99542092647411,11.698763154755222,63,No Failure,63
323,L47502,L,297.8,308.5,1448,40.0,192,0,No Failure,0.4181779316766527,65.1850266218458,9.254082979573749,61,No Failure,61
324,L47503,L,297.8,308.5,1561,46.3,194,0,No Failure,0.709238727568546,58.62258842410489,7.710183484722046,59,No Failure,59
325,M15184,M,297.8,308.5,1488,41.9,196,0,No Failure,0.3993982618500298,60.91140111768935,9.006201905694804,57,No Failure,57
326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure,0.3785811387212268,53.429002351884456,11.089858376357988,54,No Failure,54
327,L47506,L,297.7,308.5,1501,41.4,201,0,No Failure,0.6158110873500068,60.69317514265226,9.98629201019702,52,No Failure,52
328,L47507,L,297.7,308.5,1373,56.7,203,1,Overstrain Failure,0.5791662693962936,62.49055997822271,12.236938822886689,50,Overstrain Failure,50
329,H29742,H,297.6,308.4,1703,31.4,205,0,No Failure,0.5624119817052156,62.58081511463234,12.871480121869762,48,No Failure,48
330,H29743,H,297.7,308.5,1720,29.9,210,0,No Failure,0.562834550926428,65.32712361798791,7.6339386693643,43,No Failure,43
331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure,0.4987753227153085,56.125989109322354,7.487461710179311,38,No Failure,38
332,M15191,M,297.6,308.4,1391,51.9,218,0,No Failure,0.4102745628514168,57.33696621663252,7.390412452758317,35,No Failure,35
333,M15192,M,297.6,308.3,1538,40.2,0,0,No Failure,0.5075804558193726,69.47753672995678,8.201607807903962,253,No Failure,253
334,L47513,L,297.5,308.2,1647,31.3,3,0,No Failure,0.4322838288487888,59.24835813118145,12.208429041639487,250,No Failure,250
335,M15194,M,297.5,308.1,1469,44.8,5,0,No Failure,0.5975119733417751,61.00016893656164,11.12072390133347,248,No Failure,248
336,L47515,L,297.4,308.1,1749,25.9,8,0,No Failure,0.4852942618497861,59.66494979137389,8.909944854155137,245,No Failure,245
337,M15196,M,297.6,308.2,1995,20.5,10,0,No Failure,0.4174502803207488,55.89159586847489,9.977794818754331,243,No Failure,243
338,L47517,L,297.6,308.3,1742,27.7,13,0,No Failure,0.4678614158347006,68.11764605445903,12.808611010331877,240,No Failure,240
339,L47518,L,297.5,308.2,1563,38.2,15,0,No Failure,0.5412931454275625,57.36149294039697,13.816021701958238,238,No Failure,238
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure,0.4436275447196025,54.36357238146535,10.518768666885604,236,No Failure,236
341,L47520,L,297.4,308.1,1474,39.4,20,0,No Failure,0.4177779604433568,57.74629861348624,4.681437631905203,233,No Failure,233
342,M15201,M,297.4,308.2,1530,32.6,22,0,No Failure,0.5243687211491912,49.991469991372334,10.594574189519946,231,No Failure,231
343,L47522,L,297.4,308.2,1471,46.5,25,0,No Failure,0.5244966571108722,56.74356267508409,11.869496259082696,228,No Failure,228
344,L47523,L,297.5,308.3,1388,48.6,27,0,No Failure,0.449305682462887,55.15935701073837,10.44926463171215,226,No Failure,226
345,M15204,M,297.5,308.2,2448,13.8,29,0,No Failure,0.4528961694381677,63.08714315463662,11.453029837469568,224,No Failure,224
346,L47525,L,297.5,308.3,1585,32.9,32,0,No Failure,0.5232049937357637,56.63292880220064,10.714130748920768,221,No Failure,221
347,M15206,M,297.5,308.3,1459,45.2,34,0,No Failure,0.3551915658502675,64.43901967789424,7.530709165036269,219,No Failure,219
348,L47527,L,297.5,308.3,1544,40.8,37,0,No Failure,0.3592536225623445,66.99241996534661,8.227523133273074,216,No Failure,216
349,L47528,L,297.6,308.3,1617,31.7,39,0,No Failure,0.4281555778747564,63.905876681438,9.357695625739687,214,No Failure,214
350,L47529,L,297.6,308.3,1595,34.3,41,0,No Failure,0.4786552848288152,58.92305855569962,12.130829556476703,212,No Failure,212
351,H29764,H,297.6,308.3,1400,44.3,43,0,No Failure,0.5310907565598004,60.705572483527966,8.468231863358758,210,No Failure,210
352,M15211,M,297.6,308.4,1611,31.0,48,0,No Failure,0.6475356216949553,52.3750752992797,10.911805266335294,205,No Failure,205
353,M15212,M,297.6,308.4,1507,46.0,51,0,No Failure,0.585765962320202,59.33110313739381,10.607385187842391,202,No Failure,202
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure,0.4840061470036573,55.69780765966584,13.17239453015826,199,No Failure,199
355,L47534,L,297.6,308.3,1658,34.3,59,0,No Failure,0.4980983792097311,63.47163190574649,9.916640443741173,194,No Failure,194
356,L47535,L,297.6,308.3,1623,36.9,61,0,No Failure,0.3997470635362191,72.86376194622237,6.490483163447482,192,No Failure,192
357,M15216,M,297.6,308.4,1398,48.9,63,0,No Failure,0.498148686400761,62.49910817986905,11.293740929793556,190,No Failure,190
358,L47537,L,297.6,308.4,1517,34.2,66,0,No Failure,0.4711341361079861,50.04429925522667,14.276110423268008,187,No Failure,187
